,YEAR,SEX,AGE_GROUP,deaths,rate
697,1997,Males,80–84,1.0,0.9
698,1997,Males,85+,1.0,1.6
699,1997,Males,Missing,2.0,
700,1997,Females,0–4,21.0,3.3
701,1997,Females,5–9,3.0,0.5
702,1997,Females,10–14,1.0,0.2
703,1997,Females,15–19,3.0,0.5
704,1997,Females,20–24,1.0,0.2
705,1997,Females,25–29,2.0,0.3
706,1997,Females,30–34,3.0,0.4
707,1997,Females,35–39,2.0,0.3
708,1997,Females,40–44,6.0,0.9
709,1997,Females,45–49,2.0,0.3
710,1997,Females,50–54,3.0,0.6
711,1997,Females,55–59,1.0,0.2
712,1997,Females,60–64,4.0,1.1
713,1997,Females,65–69,1.0,0.3
714,1997,Females,70–74,2.0,0.6
715,1997,Females,75–79,2.0,0.8
716,1997,Females,80–84,3.0,1.7
717,1997,Females,85+,1.0,0.7
718,1997,Females,Missing,0.0,
719,1998,Males,0–4,29.0,4.4
720,1998,Males,5–9,4.0,0.6
721,1998,Males,10–14,2.0,0.3
722,1998,Males,15–19,12.0,1.8
723,1998,Males,20–24,16.0,2.4
724,1998,Males,25–29,20.0,2.8
725,1998,Males,30–34,16.0,2.3
726,1998,Males,35–39,9.0,1.2
727,1998,Males,40–44,10.0,1.4
728,1998,Males,45–49,12.0,1.8
729,1998,Males,50–54,15.0,2.5
730,1998,Males,55–59,9.0,2.0
731,1998,Males,60–64,9.0,2.4
732,1998,Males,65–69,4.0,1.2
733,1998,Males,70–74,11.0,3.8
734,1998,Males,75–79,7.0,3.5
735,1998,Males,80–84,4.0,3.6
736,1998,Males,85+,2.0,2.9
737,1998,Males,Missing,0.0,
738,1998,Females,0–4,19.0,3.0
739,1998,Females,5–9,3.0,0.5
740,1998,Females,10–14,3.0,0.5
741,1998,Females,15–19,6.0,1.0
742,1998,Females,20–24,0.0,0.0
743,1998,Females,25–29,2.0,0.3
744,1998,Females,30–34,2.0,0.3
745,1998,Females,35–39,1.0,0.1
746,1998,Females,40–44,3.0,0.4
747,1998,Females,45–49,4.0,0.6
748,1998,Females,50–54,5.0,0.9
749,1998,Females,55–59,2.0,0.5
750,1998,Females,60–64,2.0,0.5
751,1998,Females,65–69,1.0,0.3
752,1998,Females,70–74,1.0,0.3
753,1998,Females,75–79,3.0,1.1
754,1998,Females,80–84,1.0,0.6
755,1998,Females,85+,0.0,0.0
756,1998,Females,Missing,0.0,
757,1999,Males,0–4,41.0,6.2
758,1999,Males,5–9,5.0,0.7
759,1999,Males,10–14,3.0,0.4
760,1999,Males,15–19,11.0,1.7
761,1999,Males,20–24,19.0,2.9
762,1999,Males,25–29,20.0,2.8
763,1999,Males,30–34,12.0,1.7
764,1999,Males,35–39,15.0,2.0
765,1999,Males,40–44,11.0,1.6
766,1999,Males,45–49,12.0,1.8
767,1999,Males,50–54,14.0,2.3
768,1999,Males,55–59,12.0,2.6
769,1999,Males,60–64,4.0,1.0
770,1999,Males,65–69,6.0,1.8
771,1999,Males,70–74,7.0,2.4
772,1999,Males,75–79,7.0,3.3
773,1999,Males,80–84,2.0,1.8
774,1999,Males,85+,2.0,2.8
775,1999,Males,Missing,0.0,
776,1999,Females,0–4,19.0,3.0
777,1999,Females,5–9,4.0,0.6
778,1999,Females,10–14,0.0,0.0
779,1999,Females,15–19,3.0,0.5
780,1999,Females,20–24,3.0,0.5
781,1999,Females,25–29,6.0,0.8
782,1999,Females,30–34,4.0,0.6
783,1999,Females,35–39,3.0,0.4
784,1999,Females,40–44,2.0,0.3
785,1999,Females,45–49,5.0,0.8
786,1999,Females,50–54,6.0,1.0
787,1999,Females,55–59,4.0,0.9
788,1999,Females,60–64,2.0,0.5
789,1999,Females,65–69,2.0,0.6
790,1999,Females,70–74,2.0,0.6
791,1999,Females,75–79,7.0,2.5
792,1999,Females,80–84,1.0,0.5
793,1999,Females,85+,2.0,1.2
794,1999,Females,Missing,0.0,
795,2000,Males,0–4,43.0,6.6
796,2000,Males,5–9,4.0,0.6
797,2000,Males,10–14,7.0,1.0
798,2000,Males,15–19,6.0,0.9
799,2000,Males,20–24,8.0,1.2
800,2000,Males,25–29,15.0,2.1
801,2000,Males,30–34,20.0,2.8
802,2000,Males,35–39,16.0,2.2
803,2000,Males,40–44,10.0,1.4
804,2000,Males,45–49,3.0,0.5
805,2000,Males,50–54,10.0,1.6
806,2000,Males,55–59,14.0,2.9
807,2000,Males,60–64,7.0,1.8
808,2000,Males,65–69,4.0,1.2
809,2000,Males,70–74,4.0,1.3
810,2000,Males,75–79,3.0,1.4
811,2000,Males,80–84,1.0,0.8
812,2000,Males,85+,4.0,5.2
813,2000,Males,Missing,0.0,
814,2000,Females,0–4,12.0,1.9
815,2000,Females,5–9,1.0,0.2
816,2000,Females,10–14,1.0,0.2
817,2000,Females,15–19,2.0,0.3
818,2000,Females,20–24,3.0,0.5
819,2000,Females,25–29,2.0,0.3
820,2000,Females,30–34,3.0,0.4
821,2000,Females,35–39,3.0,0.4
822,2000,Females,40–44,2.0,0.3
823,2000,Females,45–49,5.0,0.7
824,2000,Females,50–54,3.0,0.5
825,2000,Females,55–59,1.0,0.2
826,2000,Females,60–64,6.0,1.5
827,2000,Females,65–69,1.0,0.3
828,2000,Females,70–74,1.0,0.3
829,2000,Females,75–79,3.0,1.0
830,2000,Females,80–84,1.0,0.5
831,2000,Females,85+,0.0,0.0
832,2000,Females,Missing,0.0,
833,2001,Males,0–4,21.0,3.2
834,2001,Males,5–9,5.0,0.7
835,2001,Males,10–14,3.0,0.4
836,2001,Males,15–19,14.0,2.0
837,2001,Males,20–24,19.0,2.9
838,2001,Males,25–29,20.0,2.9
839,2001,Males,30–34,19.0,2.6
840,2001,Males,35–39,16.0,2.2
841,2001,Males,40–44,23.0,3.2
842,2001,Males,45–49,13.0,1.9
843,2001,Males,50–54,20.0,3.1
844,2001,Males,55–59,12.0,2.4
845,2001,Males,60–64,5.0,1.2
846,2001,Males,65–69,3.0,0.9
847,2001,Males,70–74,5.0,1.7
848,2001,Males,75–79,7.0,3.1
849,2001,Males,80–84,4.0,3.1
850,2001,Males,85+,1.0,1.2
851,2001,Males,Missing,0.0,
852,2001,Females,0–4,16.0,2.6
853,2001,Females,5–9,1.0,0.2
854,2001,Females,10–14,1.0,0.2
855,2001,Females,15–19,2.0,0.3
856,2001,Females,20–24,1.0,0.2
857,2001,Females,25–29,3.0,0.4
858,2001,Females,30–34,1.0,0.1
859,2001,Females,35–39,1.0,0.1
860,2001,Females,40–44,4.0,0.5
861,2001,Females,45–49,3.0,0.4
862,2001,Females,50–54,2.0,0.3
863,2001,Females,55–59,0.0,0.0
864,2001,Females,60–64,4.0,1.0
865,2001,Females,65–69,0.0,0.0
866,2001,Females,70–74,4.0,1.2
867,2001,Females,75–79,7.0,2.4
868,2001,Females,80–84,0.0,0.0
869,2001,Females,85+,1.0,0.5
870,2001,Females,Missing,0.0,
871,2002,Males,0–4,29.0,4.5
872,2002,Males,5–9,8.0,1.2
873,2002,Males,10–14,3.0,0.4
874,2002,Males,15–19,9.0,1.3
875,2002,Males,20–24,11.0,1.6
876,2002,Males,25–29,19.0,2.8
877,2002,Males,30–34,15.0,2.0
878,2002,Males,35–39,9.0,1.2
879,2002,Males,40–44,15.0,2.0
880,2002,Males,45–49,8.0,1.2
881,2002,Males,50–54,14.0,2.2
882,2002,Males,55–59,3.0,0.5
883,2002,Males,60–64,3.0,0.7
884,2002,Males,65–69,5.0,1.5
885,2002,Males,70–74,5.0,1.7
886,2002,Males,75–79,12.0,5.2
887,2002,Males,80–84,3.0,2.2
888,2002,Males,85+,3.0,3.5
889,2002,Males,Missing,2.0,
890,2002,Females,0–4,13.0,2.1
891,2002,Females,5–9,1.0,0.2
892,2002,Females,10–14,2.0,0.3
893,2002,Females,15–19,1.0,0.2
894,2002,Females,20–24,1.0,0.2
895,2002,Females,25–29,3.0,0.4
896,2002,Females,30–34,5.0,0.7
897,2002,Females,35–39,2.0,0.3
898,2002,Females,40–44,3.0,0.4
899,2002,Females,45–49,5.0,0.7
900,2002,Females,50–54,6.0,0.9
901,2002,Females,55–59,4.0,0.8
902,2002,Females,60–64,2.0,0.5
903,2002,Females,65–69,3.0,0.9
904,2002,Females,70–74,1.0,0.3
905,2002,Females,75–79,3.0,1.0
906,2002,Females,80–84,0.0,0.0
907,2002,Females,85+,1.0,0.5
908,2002,Females,Missing,0.0,
909,2003,Males,0–4,17.0,2.6
910,2003,Males,5–9,4.0,0.6
911,2003,Males,10–14,0.0,0.0
912,2003,Males,15–19,12.0,1.7
913,2003,Males,20–24,11.0,1.6
914,2003,Males,25–29,14.0,2.1
915,2003,Males,30–34,7.0,0.9
916,2003,Males,35–39,17.0,2.4
917,2003,Males,40–44,9.0,1.2
918,2003,Males,45–49,11.0,1.6
919,2003,Males,50–54,4.0,0.6
920,2003,Males,55–59,8.0,1.4
921,2003,Males,60–64,8.0,1.8
922,2003,Males,65–69,7.0,2.0
923,2003,Males,70–74,2.0,0.7
924,2003,Males,75–79,4.0,1.7
925,2003,Males,80–84,5.0,3.5
926,2003,Males,85+,3.0,3.4
927,2003,Males,Missing,0.0,
928,2003,Females,0–4,18.0,2.9
929,2003,Females,5–9,2.0,0.3
930,2003,Females,10–14,2.0,0.3
931,2003,Females,15–19,1.0,0.1
932,2003,Females,20–24,2.0,0.3
933,2003,Females,25–29,3.0,0.4
934,2003,Females,30–34,0.0,0.0
935,2003,Females,35–39,2.0,0.3
936,2003,Females,40–44,2.0,0.3
937,2003,Females,45–49,6.0,0.9
938,2003,Females,50–54,4.0,0.6
939,2003,Females,55–59,3.0,0.5
940,2003,Females,60–64,3.0,0.7
941,2003,Females,65–69,4.0,1.1
942,2003,Females,70–74,2.0,0.6
943,2003,Females,75–79,1.0,0.3
944,2003,Females,80–84,1.0,0.5
945,2003,Females,85+,2.0,1.0
946,2003,Females,Missing,0.0,
947,2004,Males,0–4,21.0,3.2
948,2004,Males,5–9,1.0,0.1
949,2004,Males,10–14,4.0,0.6
950,2004,Males,15–19,7.0,1.0
951,2004,Males,20–24,16.0,2.3
952,2004,Males,25–29,7.0,1.0
953,2004,Males,30–34,17.0,2.3
954,2004,Males,35–39,9.0,1.2
955,2004,Males,40–44,10.0,1.3
956,2004,Males,45–49,9.0,1.3
957,2004,Males,50–54,13.0,2.0
958,2004,Males,55–59,4.0,0.7
959,2004,Males,60–64,9.0,2.0
960,2004,Males,65–69,7.0,1.9
961,2004,Males,70–74,5.0,1.7
962,2004,Males,75–79,4.0,1.6
963,2004,Males,80–84,3.0,2.0
964,2004,Males,85+,0.0,0.0
965,2004,Males,Missing,0.0,
966,2004,Females,0–4,12.0,1.9
967,2004,Females,5–9,3.0,0.5
968,2004,Females,10–14,2.0,0.3
969,2004,Females,15–19,0.0,0.0
970,2004,Females,20–24,4.0,0.6
971,2004,Females,25–29,1.0,0.1
972,2004,Females,30–34,5.0,0.7
973,2004,Females,35–39,1.0,0.1
974,2004,Females,40–44,3.0,0.4
975,2004,Females,45–49,4.0,0.6
976,2004,Females,50–54,3.0,0.5
977,2004,Females,55–59,2.0,0.3
978,2004,Females,60–64,1.0,0.2
979,2004,Females,65–69,1.0,0.3
980,2004,Females,70–74,3.0,0.9
981,2004,Females,75–79,2.0,0.7
982,2004,Females,80–84,1.0,0.4
983,2004,Females,85+,3.0,1.5
984,2004,Females,Missing,0.0,
985,2005,Males,0–4,16.0,2.4
986,2005,Males,5–9,5.0,0.7
987,2005,Males,10–14,1.0,0.1
988,2005,Males,15–19,5.0,0.7
989,2005,Males,20–24,10.0,1.4
990,2005,Males,25–29,15.0,2.2
991,2005,Males,30–34,17.0,2.3
992,2005,Males,35–39,12.0,1.6
993,2005,Males,40–44,13.0,1.7
994,2005,Males,45–49,10.0,1.4
995,2005,Males,50–54,7.0,1.1
996,2005,Males,55–59,7.0,1.1
997,2005,Males,60–64,11.0,2.3
998,2005,Males,65–69,8.0,2.1
999,2005,Males,70–74,5.0,1.7
1000,2005,Males,75–79,2.0,0.8
1001,2005,Males,80–84,2.0,1.3
1002,2005,Males,85+,1.0,1.0
1003,2005,Males,Missing,0.0,
1004,2005,Females,0–4,14.0,2.3
1005,2005,Females,5–9,1.0,0.2
1006,2005,Females,10–14,2.0,0.3
1007,2005,Females,15–19,0.0,0.0
1008,2005,Females,20–24,0.0,0.0
1009,2005,Females,25–29,2.0,0.3
1010,2005,Females,30–34,5.0,0.7
1011,2005,Females,35–39,0.0,0.0
1012,2005,Females,40–44,0.0,0.0
1013,2005,Females,45–49,1.0,0.1
1014,2005,Females,50–54,3.0,0.5
1015,2005,Females,55–59,2.0,0.3
1016,2005,Females,60–64,4.0,0.9
1017,2005,Females,65–69,3.0,0.8
1018,2005,Females,70–74,1.0,0.3
1019,2005,Females,75–79,2.0,0.7
1020,2005,Females,80–84,2.0,0.9
1021,2005,Females,85+,3.0,1.5
1022,2005,Females,Missing,0.0,
1023,2006,Males,0–4,24.0,3.6
1024,2006,Males,5–9,3.0,0.4
1025,2006,Males,10–14,0.0,0.0
1026,2006,Males,15–19,9.0,1.3
1027,2006,Males,20–24,11.0,1.5
1028,2006,Males,25–29,10.0,1.4
1029,2006,Males,30–34,18.0,2.5
1030,2006,Males,35–39,9.0,1.2
1031,2006,Males,40–44,13.0,1.7
1032,2006,Males,45–49,15.0,2.1
1033,2006,Males,50–54,12.0,1.8
1034,2006,Males,55–59,9.0,1.4
1035,2006,Males,60–64,7.0,1.4
1036,2006,Males,65–69,7.0,1.8
1037,2006,Males,70–74,5.0,1.7
1038,2006,Males,75–79,3.0,1.2
1039,2006,Males,80–84,4.0,2.4
1040,2006,Males,85+,2.0,1.9
1041,2006,Males,Missing,0.0,
1042,2006,Females,0–4,13.0,2.1
1043,2006,Females,5–9,3.0,0.5
1044,2006,Females,10–14,1.0,0.1
1045,2006,Females,15–19,2.0,0.3
1046,2006,Females,20–24,0.0,0.0
1047,2006,Females,25–29,2.0,0.3
1048,2006,Females,30–34,3.0,0.4
1049,2006,Females,35–39,1.0,0.1
1050,2006,Females,40–44,3.0,0.4
1051,2006,Females,45–49,2.0,0.3
1052,2006,Females,50–54,2.0,0.3
1053,2006,Females,55–59,1.0,0.2
1054,2006,Females,60–64,2.0,0.4
1055,2006,Females,65–69,1.0,0.3
1056,2006,Females,70–74,3.0,0.9
1057,2006,Females,75–79,2.0,0.7
1058,2006,Females,80–84,5.0,2.1
1059,2006,Females,85+,2.0,0.9
1060,2006,Females,Missing,0.0,
1061,2007,Males,0–4,17.0,2.5
1062,2007,Males,5–9,8.0,1.2
1063,2007,Males,10–14,2.0,0.3
1064,2007,Males,15–19,9.0,1.2
1065,2007,Males,20–24,7.0,0.9
1066,2007,Males,25–29,14.0,1.9
1067,2007,Males,30–34,7.0,1.0
1068,2007,Males,35–39,13.0,1.7
1069,2007,Males,40–44,9.0,1.2
1070,2007,Males,45–49,15.0,2.0
1071,2007,Males,50–54,6.0,0.9
1072,2007,Males,55–59,10.0,1.6
1073,2007,Males,60–64,8.0,1.5
1074,2007,Males,65–69,8.0,2.0
1075,2007,Males,70–74,5.0,1.6
1076,2007,Males,75–79,3.0,1.2
1077,2007,Males,80–84,4.0,2.3
1078,2007,Males,85+,0.0,0.0
1079,2007,Males,Missing,0.0,
1080,2007,Females,0–4,13.0,2.0
1081,2007,Females,5–9,3.0,0.5
1082,2007,Females,10–14,3.0,0.4
1083,2007,Females,15–19,0.0,0.0
1084,2007,Females,20–24,1.0,0.1
1085,2007,Females,25–29,1.0,0.1
1086,2007,Females,30–34,1.0,0.1
1087,2007,Females,35–39,1.0,0.1
1088,2007,Females,40–44,1.0,0.1
1089,2007,Females,45–49,3.0,0.4
1090,2007,Females,50–54,5.0,0.7
1091,2007,Females,55–59,4.0,0.6
1092,2007,Females,60–64,4.0,0.8
1093,2007,Females,65–69,1.0,0.2
1094,2007,Females,70–74,3.0,0.9
1095,2007,Females,75–79,2.0,0.7
1096,2007,Females,80–84,0.0,0.0
1097,2007,Females,85+,0.0,0.0
1098,2007,Females,Missing,0.0,
1099,2008,Males,0–4,20.0,2.8
1100,2008,Males,5–9,3.0,0.4
1101,2008,Males,10–14,3.0,0.4
1102,2008,Males,15–19,9.0,1.2
1103,2008,Males,20–24,11.0,1.4
1104,2008,Males,25–29,12.0,1.6
1105,2008,Males,30–34,11.0,1.5
1106,2008,Males,35–39,7.0,0.9
1107,2008,Males,40–44,7.0,0.9
1108,2008,Males,45–49,7.0,0.9
1109,2008,Males,50–54,12.0,1.7
1110,2008,Males,55–59,9.0,1.4
1111,2008,Males,60–64,9.0,1.6
1112,2008,Males,65–69,8.0,1.9
1113,2008,Males,70–74,7.0,2.2
1114,2008,Males,75–79,6.0,2.4
1115,2008,Males,80–84,3.0,1.7
1116,2008,Males,85+,1.0,0.9
1117,2008,Males,Missing,0.0,
1118,2008,Females,0–4,14.0,2.1
1119,2008,Females,5–9,1.0,0.2
1120,2008,Females,10–14,1.0,0.1
1121,2008,Females,15–19,1.0,0.1
1122,2008,Females,20–24,1.0,0.1
1123,2008,Females,25–29,4.0,0.5
1124,2008,Females,30–34,0.0,0.0
1125,2008,Females,35–39,3.0,0.4
1126,2008,Females,40–44,2.0,0.3
1127,2008,Females,45–49,1.0,0.1
1128,2008,Females,50–54,2.0,0.3
1129,2008,Females,55–59,2.0,0.3
1130,2008,Females,60–64,2.0,0.4
1131,2008,Females,65–69,0.0,0.0
1132,2008,Females,70–74,1.0,0.3
1133,2008,Females,75–79,3.0,1.0
1134,2008,Females,80–84,1.0,0.4
1135,2008,Females,85+,0.0,0.0
1136,2008,Females,Missing,0.0,
1137,2009,Males,0–4,15.0,2.0
1138,2009,Males,5–9,4.0,0.6
1139,2009,Males,10–14,2.0,0.3
1140,2009,Males,15–19,9.0,1.2
1141,2009,Males,20–24,16.0,2.0
1142,2009,Males,25–29,13.0,1.6
1143,2009,Males,30–34,13.0,1.8
1144,2009,Males,35–39,9.0,1.1
1145,2009,Males,40–44,14.0,1.9
1146,2009,Males,45–49,6.0,0.8
1147,2009,Males,50–54,7.0,1.0
1148,2009,Males,55–59,6.0,0.9
1149,2009,Males,60–64,7.0,1.2
1150,2009,Males,65–69,7.0,1.6
1151,2009,Males,70–74,9.0,2.7
1152,2009,Males,75–79,5.0,2.0
1153,2009,Males,80–84,4.0,2.2
1154,2009,Males,85+,3.0,2.4
1155,2009,Males,Missing,0.0,
1156,2009,Females,0–4,13.0,1.9
1157,2009,Females,5–9,2.0,0.3
1158,2009,Females,10–14,2.0,0.3
1159,2009,Females,15–19,0.0,0.0
1160,2009,Females,20–24,1.0,0.1
1161,2009,Females,25–29,3.0,0.4
1162,2009,Females,30–34,0.0,0.0
1163,2009,Females,35–39,2.0,0.2
1164,2009,Females,40–44,2.0,0.3
1165,2009,Females,45–49,3.0,0.4
1166,2009,Females,50–54,3.0,0.4
1167,2009,Females,55–59,3.0,0.5
1168,2009,Females,60–64,2.0,0.3
1169,2009,Females,65–69,1.0,0.2
1170,2009,Females,70–74,3.0,0.9
1171,2009,Females,75–79,5.0,1.7
1172,2009,Females,80–84,1.0,0.4
1173,2009,Females,85+,5.0,2.0
1174,2009,Females,Missing,0.0,
1175,2010,Males,0–4,21.0,2.8
1176,2010,Males,5–9,6.0,0.9
1177,2010,Males,10–14,5.0,0.7
1178,2010,Males,15–19,6.0,0.8
1179,2010,Males,20–24,16.0,1.9
1180,2010,Males,25–29,17.0,2.1
1181,2010,Males,30–34,15.0,2.0
1182,2010,Males,35–39,6.0,0.8
1183,2010,Males,40–44,11.0,1.4
1184,2010,Males,45–49,7.0,0.9
1185,2010,Males,50–54,7.0,1.0
1186,2010,Males,55–59,11.0,1.7
1187,2010,Males,60–64,10.0,1.7
1188,2010,Males,65–69,9.0,2.0
1189,2010,Males,70–74,5.0,1.5
1190,2010,Males,75–79,13.0,5.1
1191,2010,Males,80–84,4.0,2.1
1192,2010,Males,85+,3.0,2.3
1193,2010,Males,Missing,0.0,
1194,2010,Females,0–4,12.0,1.7
1195,2010,Females,5–9,0.0,0.0
1196,2010,Females,10–14,1.0,0.1
1197,2010,Females,15–19,0.0,0.0
1198,2010,Females,20–24,1.0,0.1
1199,2010,Females,25–29,0.0,0.0
1200,2010,Females,30–34,2.0,0.3
1201,2010,Females,35–39,2.0,0.2
1202,2010,Females,40–44,3.0,0.4
1203,2010,Females,45–49,5.0,0.6
1204,2010,Females,50–54,2.0,0.3
1205,2010,Females,55–59,4.0,0.6
1206,2010,Females,60–64,2.0,0.3
1207,2010,Females,65–69,4.0,0.9
1208,2010,Females,70–74,2.0,0.6
1209,2010,Females,75–79,3.0,1.0
1210,2010,Females,80–84,3.0,1.2
1211,2010,Females,85+,4.0,1.6
1212,2010,Females,Missing,0.0,
1213,2011,Males,0–4,16.0,2.1
1214,2011,Males,5–9,6.0,0.8
1215,2011,Males,10–14,3.0,0.4
1216,2011,Males,15–19,9.0,1.2
1217,2011,Males,20–24,12.0,1.5
1218,2011,Males,25–29,13.0,1.5
1219,2011,Males,30–34,7.0,0.9
1220,2011,Males,35–39,7.0,0.9
1221,2011,Males,40–44,3.0,0.4
1222,2011,Males,45–49,4.0,0.5
1223,2011,Males,50–54,7.0,0.9
1224,2011,Males,55–59,5.0,0.8
1225,2011,Males,60–64,10.0,1.6
1226,2011,Males,65–69,7.0,1.5
1227,2011,Males,70–74,10.0,2.8
1228,2011,Males,75–79,6.0,2.3
1229,2011,Males,80–84,3.0,1.6
1230,2011,Males,85+,3.0,2.2
1231,2011,Males,Missing,0.0,
1232,2011,Females,0–4,6.0,0.8
1233,2011,Females,5–9,0.0,0.0
1234,2011,Females,10–14,0.0,0.0
1235,2011,Females,15–19,1.0,0.1
1236,2011,Females,20–24,2.0,0.3
1237,2011,Females,25–29,7.0,0.9
1238,2011,Females,30–34,2.0,0.3
1239,2011,Females,35–39,1.0,0.1
1240,2011,Females,40–44,0.0,0.0
1241,2011,Females,45–49,0.0,0.0
1242,2011,Females,50–54,1.0,0.1
1243,2011,Females,55–59,4.0,0.6
1244,2011,Females,60–64,5.0,0.8
1245,2011,Females,65–69,1.0,0.2
1246,2011,Females,70–74,1.0,0.3
1247,2011,Females,75–79,1.0,0.3
1248,2011,Females,80–84,2.0,0.8
1249,2011,Females,85+,2.0,0.8
1250,2011,Females,Missing,0.0,
1251,2012,Males,0–4,15.0,2.0
1252,2012,Males,5–9,7.0,1.0
1253,2012,Males,10–14,3.0,0.4
1254,2012,Males,15–19,6.0,0.8
1255,2012,Males,20–24,14.0,1.7
1256,2012,Males,25–29,19.0,2.2
1257,2012,Males,30–34,12.0,1.5
1258,2012,Males,35–39,9.0,1.2
1259,2012,Males,40–44,8.0,1.0
1260,2012,Males,45–49,10.0,1.3
1261,2012,Males,50–54,8.0,1.1
1262,2012,Males,55–59,15.0,2.2
1263,2012,Males,60–64,8.0,1.3
1264,2012,Males,65–69,7.0,1.4
1265,2012,Males,70–74,8.0,2.2
1266,2012,Males,75–79,5.0,1.9
1267,2012,Males,80–84,1.0,0.5
1268,2012,Males,85+,4.0,2.7
1269,2012,Males,Missing,0.0,
1270,2012,Females,0–4,6.0,0.8
1271,2012,Females,5–9,0.0,0.0
1272,2012,Females,10–14,0.0,0.0
1273,2012,Females,15–19,3.0,0.4
1274,2012,Females,20–24,0.0,0.0
1275,2012,Females,25–29,0.0,0.0
1276,2012,Females,30–34,1.0,0.1
1277,2012,Females,35–39,2.0,0.3
1278,2012,Females,40–44,2.0,0.2
1279,2012,Females,45–49,1.0,0.1
1280,2012,Females,50–54,3.0,0.4
1281,2012,Females,55–59,4.0,0.6
1282,2012,Females,60–64,4.0,0.6
1283,2012,Females,65–69,1.0,0.2
1284,2012,Females,70–74,3.0,0.8
1285,2012,Females,75–79,2.0,0.7
1286,2012,Females,80–84,0.0,0.0
1287,2012,Females,85+,3.0,1.1
1288,2012,Females,Missing,0.0,
1289,2013,Males,0–4,14.0,1.8
1290,2013,Males,5–9,3.0,0.4
1291,2013,Males,10–14,3.0,0.4
1292,2013,Males,15–19,11.0,1.5
1293,2013,Males,20–24,12.0,1.4
1294,2013,Males,25–29,9.0,1.0
1295,2013,Males,30–34,18.0,2.2
1296,2013,Males,35–39,15.0,1.9
1297,2013,Males,40–44,11.0,1.3
1298,2013,Males,45–49,11.0,1.5
1299,2013,Males,50–54,9.0,1.2
1300,2013,Males,55–59,8.0,1.2
1301,2013,Males,60–64,11.0,1.8
1302,2013,Males,65–69,7.0,1.3
1303,2013,Males,70–74,10.0,2.6
1304,2013,Males,75–79,5.0,1.8
1305,2013,Males,80–84,4.0,2.1
1306,2013,Males,85+,1.0,0.6
1307,2013,Males,Missing,0.0,
1308,2013,Females,0–4,13.0,1.8
1309,2013,Females,5–9,1.0,0.1
1310,2013,Females,10–14,1.0,0.1
1311,2013,Females,15–19,0.0,0.0
1312,2013,Females,20–24,1.0,0.1
1313,2013,Females,25–29,3.0,0.3
1314,2013,Females,30–34,0.0,0.0
1315,2013,Females,35–39,2.0,0.3
1316,2013,Females,40–44,5.0,0.6
1317,2013,Females,45–49,6.0,0.8
1318,2013,Females,50–54,0.0,0.0
1319,2013,Females,55–59,4.0,0.6
1320,2013,Females,60–64,7.0,1.1
1321,2013,Females,65–69,1.0,0.2
1322,2013,Females,70–74,0.0,0.0
1323,2013,Females,75–79,1.0,0.3
1324,2013,Females,80–84,3.0,1.2
1325,2013,Females,85+,3.0,1.1
1326,2013,Females,Missing,1.0,
1327,2014,Males,0–4,14.0,1.8
1328,2014,Males,5–9,5.0,0.7
1329,2014,Males,10–14,1.0,0.1
1330,2014,Males,15–19,4.0,0.5
1331,2014,Males,20–24,15.0,1.8
1332,2014,Males,25–29,14.0,1.6
1333,2014,Males,30–34,12.0,1.4
1334,2014,Males,35–39,12.0,1.5
1335,2014,Males,40–44,15.0,1.8
1336,2014,Males,45–49,10.0,1.3
1337,2014,Males,50–54,10.0,1.3
1338,2014,Males,55–59,7.0,1.0
1339,2014,Males,60–64,8.0,1.3
1340,2014,Males,65–69,8.0,1.4
1341,2014,Males,70–74,3.0,0.8
1342,2014,Males,75–79,5.0,1.7
1343,2014,Males,80–84,5.0,2.5
1344,2014,Males,85+,4.0,2.4
1345,2014,Males,Missing,0.0,
1346,2014,Females,0–4,7.0,0.9
1347,2014,Females,5–9,0.0,0.0
1348,2014,Females,10–14,2.0,0.3
1349,2014,Females,15–19,1.0,0.1
1350,2014,Females,20–24,2.0,0.2
1351,2014,Females,25–29,2.0,0.2
1352,2014,Females,30–34,1.0,0.1
1353,2014,Females,35–39,0.0,0.0
1354,2014,Females,40–44,0.0,0.0
1355,2014,Females,45–49,5.0,0.6
1356,2014,Females,50–54,2.0,0.3
1357,2014,Females,55–59,2.0,0.3
1358,2014,Females,60–64,3.0,0.5
1359,2014,Females,65–69,3.0,0.5
1360,2014,Females,70–74,2.0,0.5
1361,2014,Females,75–79,6.0,1.9
1362,2014,Females,80–84,4.0,1.6
1363,2014,Females,85+,0.0,0.0
1364,2014,Females,Missing,0.0,
1365,2015,Males,0–4,13.0,1.6
1366,2015,Males,5–9,5.0,0.6
1367,2015,Males,10–14,1.0,0.1
1368,2015,Males,15–19,8.0,1.1
1369,2015,Males,20–24,12.0,1.4
1370,2015,Males,25–29,19.0,2.1
1371,2015,Males,30–34,10.0,1.1
1372,2015,Males,35–39,6.0,0.8
1373,2015,Males,40–44,11.0,1.3
1374,2015,Males,45–49,7.0,0.9
1375,2015,Males,50–54,11.0,1.4
1376,2015,Males,55–59,4.0,0.6
1377,2015,Males,60–64,8.0,1.3
1378,2015,Males,65–69,10.0,1.7
1379,2015,Males,70–74,7.0,1.7
1380,2015,Males,75–79,6.0,2.0
1381,2015,Males,80–84,1.0,0.5
1382,2015,Males,85+,6.0,3.5
